circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,circuit_activator,circuit_repressor,circuit_insulator,circuit_operator,circuit_n_secondary_genes,circuit_secondary_genes,promoter_strength,promoter_noise_sensitivity,promoter_leakiness,promoter_type,promoter_copy_number_effect,promoter_hill_coefficient,promoter_binding_sites,promoter_activation_threshold,promoter_saturation_level,rbs_efficiency,rbs_temperature_sensitivity,rbs_strength_class,rbs_secondary_structure,reporter_signal_strength,reporter_pH_sensitivity,reporter_maturation_time,reporter_gene_type,reporter_temperature_sensitivity,reporter_photobleaching_rate,reporter_quantum_yield,reporter_excitation_wavelength,reporter_emission_wavelength,terminator_efficiency,terminator_stability,terminator_type,terminator_read_through,copy_multiplier,copy_noise_factor,arch_complexity,arch_regulatory_elements,arch_genes,reg_hill_coefficient,reg_binding_affinity,reg_activation_strength,reg_repression_strength,reg_leakage_rate,env_pH_variation,env_temperature_variation,env_immune_signal_level,env_metabolic_flux_noise,env_ionic_strength,env_oxidative_stress,env_transcriptional_bursting,env_translational_variability,env_metabolic_load,env_resource_competition,env_noise_autocorrelation,env_noise_frequency,env_noise_amplitude_modulation,env_intrinsic_noise_level,env_extrinsic_noise_level,env_pH_actual,env_temperature_actual,env_total_stress,env_static_stress,env_dynamic_stress,perf_signal_strength,perf_noise_level,perf_snr,perf_false_positive_rate,perf_sensitivity,perf_response_time,perf_steady_state_protein,perf_background_noise,perf_specificity,perf_precision,perf_recall,perf_f1_score,perf_dynamic_range,perf_response_delay,perf_settling_time,perf_overshoot,perf_noise_power_spectral_density,perf_noise_autocorrelation_time,perf_coefficient_of_variation,perf_signal_mean,perf_signal_std,perf_signal_skewness,perf_signal_kurtosis,perf_confidence_interval_width,sim_simulation_duration,sim_simulation_method,sim_random_seed,sim_transcription_rate,sim_translation_rate,sim_protein_degradation_rate,sim_mRNA_degradation_rate,sim_circuit_complexity,sim_regulatory_interactions,sim_simulation_timesteps,sim_noise_model,sim_stochastic_method,robustness_score,performance_class,noise_tolerance,response_class,dynamic_range_class,multi_objective_score,target_biomarker,target_biomarker_type,target_biomarker_unit,target_biomarker_threshold,target_biomarker_binding_affinity,target_biomarker_molecular_weight,target_biomarker_diffusion_coefficient,target_biomarker_stability_half_life,env_target_biomarker_concentration,circuit_logic_type,circuit_topology,detection_biomarker_present,detection_circuit_detected,detection_true_positive,detection_true_negative,detection_false_positive,detection_false_negative,detection_signal_threshold,detection_accuracy,detection_balanced_accuracy,detection_matthews_correlation,biomarker_binding_fraction,concentration_ratio,conc_category
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,1.323039259475748,1.8007074376525047,0.33545200647065254,0.17265575975059197,0.18991777947866678,0.14842400707012404,0.04102246310355021,0.012131038464195434,0.31826081472128026,0.6019648346063047,0.0,0.0,0.0,0.0928394187919453,0.34122059479803407,8.323039259475749,38.800707437652505,0.33229387069063643,0.3915932593351723,0.23457319408088498,18.820693537388237,0.09388157267751436,200.47271259545053,1.0,0.0,70.87087087087087,20.260904897078127,1.440211359689891,0.0,0.0,0.0,0.0,20392.900723997354,70.87087087087087,226.42642642642642,0.006514804130898503,0.007023559068541472,360.0,0.4243219811286449,14.35635173324327,6.091715609229439,-1.0044999843152076,-0.2607376772389216,0.3775684451900392,300.0,enhanced_biomarker_detection,80000,188.20693537388237,94.10346768694119,0.01345311519501184,0.051800707437652506,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.4424864278709808,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.0,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.721856077722434,0.0,0.0,0.0,0.0,0.0,
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,0.019869590170505724,0.0960893482410644,0.15361991926553367,0.006665964998317858,0.0,0.0,0.0,0.0011951363436781726,0.008375637837738733,7.243651804549486,36.449419227714934,0.07754497191892346,0.0832008160856355,0.04763593280947309,51.9479279684014,0.40267596322233346,129.006776447987,1.0,0.0,81.38138138138139,55.16164447978953,3.2137165113881245,0.0,0.0,0.0,0.0,55823.029230872955,81.38138138138139,234.83483483483485,0.011989938975183146,0.028822596440939954,386.0,0.4556038916228666,37.30654863773483,16.99700874236974,-0.8122644191695334,-0.6243930571153502,1.0534855162993764,300.0,enhanced_biomarker_detection,80001,519.479279684014,259.739639842007,0.010652007244741895,0.04944941922771493,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4752317228468478,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.0,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,4.4217444010551255,0.0,0.0,0.0,0.0,0.0,
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,43.82786461535457,0.2863350230775572,153.06498012114739,1.0,0.0,80.48048048048048,46.22747532555559,2.3996107102010136,0.0,0.0,0.0,0.0,46584.814091140404,80.48048048048048,242.04204204204206,0.007730008248736783,0.18415267430242688,470.0,0.4580651485181921,31.333418188081527,14.352746855906185,-0.8452894770392432,-0.5957754855746393,0.8895924665918877,300.0,enhanced_biomarker_detection,80002,438.2786461535457,219.13932307677285,0.01124149585517708,0.04523935491857234,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.43518938155893067,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.0,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.2586157794336854,0.0,0.0,0.0,0.0,0.0,
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,49.07459511804052,0.2512777945480107,195.300166520142,1.0,0.0,80.78078078078079,52.04330912157628,2.968714003535759,0.0,0.0,0.0,0.0,52452.41169153768,80.78078078078079,223.42342342342343,0.007860810099636765,0.01039518503825354,596.0,0.45587293671560913,35.619032995764265,16.237753174749237,-0.8312669169865269,-0.6194878128903891,1.0064263686704187,300.0,enhanced_biomarker_detection,80003,490.7459511804052,245.3729755902026,0.010783372659174447,0.050048634275230146,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4678139354603849,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.0,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.722547387179791,0.0,0.0,0.0,0.0,0.0,
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,0.5292157037902991,0.7202829750610018,0.134180802588261,0.06906230390023678,0.0759671117914667,0.05936960282804961,0.016408985241420086,0.004852415385678172,0.1273043258885121,0.24078593384252187,0.0,0.0,0.0,0.03713576751677811,0.13648823791921363,7.5292157037903,37.720282975061004,0.13291754827625454,0.1566373037340689,0.09382927763235399,39.30847329803489,0.19680988149652776,199.72814880602627,1.0,0.0,78.37837837837839,41.73983711554258,2.431363817507689,0.0,0.0,0.0,0.0,42055.822154494526,78.37837837837839,225.82582582582583,0.007570346718825307,0.014066237406200163,190.0,0.4500771167727714,28.670538530430633,12.90395331809887,-0.8624995929422354,-0.547504291397575,0.7997953127913219,300.0,enhanced_biomarker_detection,80100,393.0847329803489,196.54236649017446,0.011381246078004736,0.050720282975061,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.46833822982752726,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.6190000000000001,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.021793461997272,0.0,0.0,0.0,4.5637101322038836e-05,0.1,Very Low
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,0.019869590170505724,0.0960893482410644,0.15361991926553367,0.006665964998317858,0.0,0.0,0.0,0.0011951363436781726,0.008375637837738733,7.243651804549486,36.449419227714934,0.07754497191892346,0.0832008160856355,0.04763593280947309,52.07487873648097,0.31640196546884314,164.58456147488408,1.0,0.0,81.68168168168168,55.07341523888553,2.9985365024045594,0.0,0.0,0.0,0.0,55584.027507911764,81.68168168168168,230.03003003003002,0.009271483651620463,0.006659285349914587,431.0,0.4591821337923612,37.36980827783619,17.159548304428267,-0.8195661169765287,-0.6361101401184022,1.0635598227288043,300.0,enhanced_biomarker_detection,80101,520.7487873648097,260.37439368240484,0.010652007244741895,0.04944941922771493,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.47509619538863207,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.6190000000000001,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.947742398811089,0.0,0.0,0.0,4.5637101322038836e-05,0.1,Very Low
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,43.88358410360464,0.36096609379495004,121.57259326559657,1.0,0.0,80.48048048048048,46.11711909663152,2.23353499302688,0.0,0.0,0.0,0.0,46643.51416197265,80.48048048048048,227.62762762762762,0.011414309385591763,0.14927962177723952,564.0,0.4625616797087999,31.498113667763093,14.569820365819204,-0.8595357721282899,-0.613855611801609,0.9030468221277286,300.0,enhanced_biomarker_detection,80102,438.8358410360464,219.4179205180232,0.01124149585517708,0.04523935491857234,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.43518938155893067,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.6190000000000001,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.31643327441173,0.0,0.0,0.0,4.5637101322038836e-05,0.1,Very Low
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,49.290185775765295,0.28574693251990063,172.49594017018018,1.0,0.0,81.08108108108108,52.247014168614335,2.9568283928490398,0.0,0.0,0.0,0.0,52671.53562330395,81.08108108108108,232.73273273273273,0.00812527684968905,0.01882591129062879,400.0,0.45587378032318043,35.50705268089496,16.186734333773902,-0.8286718189690299,-0.6126768859250009,1.0032641881455646,300.0,enhanced_biomarker_detection,80103,492.9018577576529,246.45092887882646,0.010783372659174447,0.050048634275230146,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4676763889919834,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,0.6190000000000001,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.8140691904087416,0.0,0.0,0.0,4.5637101322038836e-05,0.1,Very Low
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,-0.6804984603541122,2.4003816869194137,0.04297541456394527,0.05803225210827039,0.008642614269652679,0.19385154726156825,0.6921399308700329,0.19179805541201367,0.20658908361197278,0.02320945240914678,0.6721514930979355,0.05939321535345923,0.3411053504286575,0.17366522698149156,0.06640445504799528,6.319501539645888,39.40038168691942,0.2337774979552656,0.2040064095415817,0.2256343673887755,47.94133652270326,0.3641296001044861,131.6600916512874,1.0,0.0,76.27627627627628,50.96551298109148,3.0241764583882156,0.0,0.0,0.0,0.0,51462.25095655902,76.27627627627628,247.74774774774775,0.009746551077624573,0.16354755340665544,513.0,0.4436806421065281,34.87822742275761,15.474794338466612,-0.899477797500997,-0.46292570208247685,0.9591376900717684,300.0,enhanced_biomarker_detection,80200,479.4133652270326,239.7066826135163,0.011160645042165409,0.05240038168691942,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.45426408396812745,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,3.095,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,4.116565258701674,0.0,0.0,0.0,0.0004111804554662877,0.5,Low
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,CAP,none,none,none,0,none,1.0,0.6,0.01,synthetic,1.3,3.0,1,0.01,0.99,0.95,0.35,ultra_strong,minimal,0.8,0.3,45,fluorescent_protein,0.25,0.02,0.6,488,509,0.9,0.8,medium,0.1,1.0,1.0,3,2,1,1.3661147045343365,0.5456592191001431,0.5343885211152184,1.409320402078782,0.026619218178401675,-0.24065185159459282,-0.8079800538973905,0.1438510760772493,0.13870556516513066,0.019142345763425914,0.11889193081204213,0.02722912552474841,0.04754435738037091,0.24292443710849185,0.013331929996635716,0.6762595947537264,0.047531980423231666,0.10004574992693796,0.002390272687356345,0.016751275675477465,6.759348148405407,36.19201994610261,0.10730706248124267,0.12367346246702997,0.05836189972884679,42.28670364203628,0.2304167140545067,183.52272670650558,1.0,0.0,74.47447447447448,45.05978345559739,2.773079813561109,0.0,0.0,0.0,0.0,45456.58306238897,74.47447447447448,222.52252252252254,0.008806069988831492,0.009296099297443761,505.0,0.4395176544402605,31.512276511455756,13.850201858387948,-0.9371009496296925,-0.41953314810997266,0.8584444049418145,300.0,enhanced_biomarker_detection,80201,422.8670364203628,211.4335182101814,0.012774111303302613,0.04919201994610261,3,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4741861986923297,Lactate,metabolite,mM,6.19,931.254,90,8e-10,45,3.095,OR_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pT7"", ""rbs"": ""RBS6"", ""cds"": ""GFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""CAP""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.4643299557246294,0.0,0.0,0.0,0.0004111804554662877,0.5,Low
