circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,circuit_activator,circuit_repressor,circuit_insulator,circuit_operator,circuit_n_secondary_genes,circuit_secondary_genes,promoter_strength,promoter_noise_sensitivity,promoter_leakiness,promoter_type,promoter_copy_number_effect,promoter_hill_coefficient,promoter_binding_sites,promoter_activation_threshold,promoter_saturation_level,rbs_efficiency,rbs_temperature_sensitivity,rbs_strength_class,rbs_secondary_structure,reporter_signal_strength,reporter_pH_sensitivity,reporter_maturation_time,reporter_gene_type,reporter_temperature_sensitivity,reporter_photobleaching_rate,reporter_quantum_yield,reporter_excitation_wavelength,reporter_emission_wavelength,terminator_efficiency,terminator_stability,terminator_type,terminator_read_through,copy_multiplier,copy_noise_factor,arch_complexity,arch_regulatory_elements,arch_genes,reg_hill_coefficient,reg_binding_affinity,reg_activation_strength,reg_repression_strength,reg_leakage_rate,env_pH_variation,env_temperature_variation,env_immune_signal_level,env_metabolic_flux_noise,env_ionic_strength,env_oxidative_stress,env_transcriptional_bursting,env_translational_variability,env_metabolic_load,env_resource_competition,env_noise_autocorrelation,env_noise_frequency,env_noise_amplitude_modulation,env_intrinsic_noise_level,env_extrinsic_noise_level,env_pH_actual,env_temperature_actual,env_total_stress,env_static_stress,env_dynamic_stress,perf_signal_strength,perf_noise_level,perf_snr,perf_false_positive_rate,perf_sensitivity,perf_response_time,perf_steady_state_protein,perf_background_noise,perf_specificity,perf_precision,perf_recall,perf_f1_score,perf_dynamic_range,perf_response_delay,perf_settling_time,perf_overshoot,perf_noise_power_spectral_density,perf_noise_autocorrelation_time,perf_coefficient_of_variation,perf_signal_mean,perf_signal_std,perf_signal_skewness,perf_signal_kurtosis,perf_confidence_interval_width,sim_simulation_duration,sim_simulation_method,sim_random_seed,sim_transcription_rate,sim_translation_rate,sim_protein_degradation_rate,sim_mRNA_degradation_rate,sim_circuit_complexity,sim_regulatory_interactions,sim_simulation_timesteps,sim_noise_model,sim_stochastic_method,robustness_score,performance_class,noise_tolerance,response_class,dynamic_range_class,multi_objective_score,target_biomarker,target_biomarker_type,target_biomarker_unit,target_biomarker_threshold,target_biomarker_binding_affinity,target_biomarker_molecular_weight,target_biomarker_diffusion_coefficient,target_biomarker_stability_half_life,env_target_biomarker_concentration,circuit_logic_type,circuit_topology,detection_biomarker_present,detection_circuit_detected,detection_true_positive,detection_true_negative,detection_false_positive,detection_false_negative,detection_signal_threshold,detection_accuracy,detection_balanced_accuracy,detection_matthews_correlation,biomarker_binding_fraction,concentration_ratio,conc_category
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,-0.6804984603541122,2.4003816869194137,0.04297541456394527,0.05803225210827039,0.008642614269652679,0.19385154726156825,0.6921399308700329,0.19179805541201367,0.20658908361197278,0.02320945240914678,0.6721514930979355,0.05939321535345923,0.3411053504286575,0.17366522698149156,0.06640445504799528,6.319501539645888,39.40038168691942,0.2337774979552656,0.2040064095415817,0.2256343673887755,511.1210310860543,1.8583557602651923,275.0393880518959,1.0,0.0,77.17717717717719,543.2134365952381,32.09240550918382,0.0,0.0,0.0,0.0,547218.3239199574,77.17717717717719,206.60660660660662,0.007372585166193821,31.481113590852278,489.0,0.4513846756101803,377.643901498038,170.4626699738548,-0.8577906610281334,-0.5749267557882836,10.565385745759132,300.0,enhanced_biomarker_detection,170000,5111.210310860543,2555.6051554302717,0.011160645042165409,0.05240038168691942,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.45380497063744946,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,0.0,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,37.6674727899794,0.0,0.0,0.0,0.0,0.0,
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,-0.24065185159459282,-0.8079800538973905,0.1438510760772493,0.13870556516513066,0.019142345763425914,0.11889193081204213,0.02722912552474841,0.04754435738037091,0.24292443710849185,0.013331929996635716,0.6762595947537264,0.047531980423231666,0.10004574992693796,0.002390272687356345,0.016751275675477465,6.759348148405407,36.19201994610261,0.10730706248124267,0.12367346246702997,0.05836189972884679,477.50120434476304,1.7561036194111346,271.90946995763335,1.0,0.0,73.87387387387388,508.8189828669191,31.31777852215604,0.0,0.0,0.0,0.0,511673.1065800771,73.87387387387388,218.91891891891893,0.005609310598194595,1.921232229570975,500.0,0.4389112930214008,357.6610789950104,156.9814866451294,-0.9476534875345549,-0.4086741059865866,9.729813346247104,300.0,enhanced_biomarker_detection,170001,4775.01204344763,2387.506021723815,0.012774111303302613,0.04919201994610261,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4745136967253746,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,0.0,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,36.586089380389446,0.0,0.0,0.0,0.0,0.0,
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,458.2359157001619,1.3143225384060502,348.64799340342233,1.0,0.0,81.08108108108108,485.72349861866024,27.487582918498333,0.0,0.0,0.0,0.0,487300.1701057555,81.08108108108108,222.82282282282281,0.0032460267859783067,9.248738275658132,562.0,0.4588803527345932,331.97804826757056,152.3382038891646,-0.8169643631398579,-0.6476409421219289,9.442019699398065,300.0,enhanced_biomarker_detection,170002,4582.359157001619,2291.1795785008094,0.01124149585517708,0.04523935491857234,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.43491326215594556,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,0.0,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,31.430550533716485,0.0,0.0,0.0,0.0,0.0,
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,563.3467038272006,3.6361921693169816,154.92764892374186,1.0,0.0,81.38138138138139,595.6341672261108,32.287463398910155,0.0,0.0,0.0,0.0,601060.3403974334,81.38138138138139,229.12912912912913,0.009109909185687722,3.242677980674596,416.0,0.45903882351921604,405.1914218176323,185.99859357124436,-0.8302097033151522,-0.6315616074481039,11.528312266552446,300.0,enhanced_biomarker_detection,170003,5633.467038272006,2816.733519136003,0.010783372659174447,0.050048634275230146,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4675398576266697,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,0.0,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,43.1960399068611,0.0,0.0,0.0,0.0,0.0,
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,0.5292157037902991,0.7202829750610018,0.134180802588261,0.06906230390023678,0.0759671117914667,0.05936960282804961,0.016408985241420086,0.004852415385678172,0.1273043258885121,0.24078593384252187,0.0,0.0,0.0,0.03713576751677811,0.13648823791921363,7.5292157037903,37.720282975061004,0.13291754827625454,0.1566373037340689,0.09382927763235399,4220.536914113781,22.5192750057467,187.41886286466774,1.0,0.0,78.37837837837839,4481.32256055252,260.7856464387394,0.0,0.0,0.0,0.0,4516366.941952056,78.37837837837839,225.82582582582583,0.00782009795679948,34.104332470403214,472.0,0.44960324806544294,3086.2846794421357,1387.6036163317985,-0.8718612861376345,-0.5413045330495367,86.00456317506007,300.0,enhanced_biomarker_detection,170100,42205.36914113781,21102.684570568905,0.011381246078004736,0.050720282975061,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.46833822982752726,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,3.4059,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,328.3434714559795,0.0,0.0,0.0,0.8991323486338446,0.1,Very Low
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,0.019869590170505724,0.0960893482410644,0.15361991926553367,0.006665964998317858,0.0,0.0,0.0,0.0011951363436781726,0.008375637837738733,7.243651804549486,36.449419227714934,0.07754497191892346,0.0832008160856355,0.04763593280947309,5709.188189685538,35.06243269515563,162.8292092372228,1.0,0.0,81.08108108108108,6043.045296083665,333.85710639812606,0.0,0.0,0.0,0.0,6100435.195356738,81.08108108108108,230.63063063063063,0.009496850753421573,16.876581676733128,605.0,0.4579512835538978,4102.348743436003,1878.6758726422374,-0.8210225717135929,-0.6274791250841458,116.44153695797611,300.0,enhanced_biomarker_detection,170101,57091.88189685538,28545.94094842769,0.010652007244741895,0.04944941922771493,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.47536825421216145,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,3.4059,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,439.044404483593,0.0,0.0,0.0,0.8991323486338446,0.1,Very Low
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,4692.009947389714,17.02549600111534,275.58726906295954,1.0,0.0,85.58558558558559,4945.182747058246,253.17279966853113,0.0,0.0,0.0,0.0,4971438.284722749,85.58558558558559,241.14114114114113,0.0053093159560426584,5245.44081897217,521.0,0.4677332843831487,3279.411351116989,1533.8898421013284,-0.7552655911585451,-0.7118427377418861,95.07147738439019,300.0,enhanced_biomarker_detection,170102,46920.09947389714,23460.04973694857,0.01124149585517708,0.04523935491857234,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.43296589373489297,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,3.4059,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,304.24928767187714,0.0,0.0,0.0,0.8991323486338446,0.1,Very Low
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,5446.573086631888,34.09586652363397,159.74291437516416,1.0,0.0,80.18018018018019,5764.722964240401,318.1498776085127,0.0,0.0,0.0,0.0,5820708.28772557,80.18018018018019,230.33033033033033,0.009711711010651476,215.0443339161602,483.0,0.4560601241182994,3925.518144844618,1790.2722923664728,-0.8375940343254,-0.5995583316941171,110.96222628507103,300.0,enhanced_biomarker_detection,170103,54465.73086631888,27232.86543315944,0.010783372659174447,0.050048634275230146,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.46809211932906203,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,3.4059,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,420.43747717941466,0.0,0.0,0.0,0.8991323486338446,0.1,Very Low
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,-0.3402492301770561,1.2001908434597068,0.021487707281972634,0.029016126054135196,0.004321307134826339,0.09692577363078413,0.34606996543501645,0.09589902770600683,0.10329454180598639,0.01160472620457339,0.6721514930979355,0.05939321535345923,0.3411053504286575,0.08683261349074578,0.03320222752399764,6.659750769822944,38.20019084345971,0.1168887489776328,0.10200320477079085,0.11281718369438774,6474.310484499335,10.981073662698138,589.5881116335709,1.0,0.0,81.38138138138139,6845.099311543781,370.7888270444462,0.0,0.0,0.0,0.0,6871001.795627045,81.38138138138139,208.4084084084084,0.0037840917865985813,2533.256905262909,546.0,0.46242164348622944,4701.912139705889,2174.2659391706507,-0.8033401139615823,-0.6791706084038549,134.76239909140563,300.0,enhanced_biomarker_detection,170200,64743.10484499335,32371.552422496676,0.010580322521082704,0.05120019084345971,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.46933015628804137,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,17.0295,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,403.7320480325406,0.0,0.0,0.0,0.9972420568147883,0.5,Low
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,PhoB,none,none,none,0,none,0.68,0.28,0.07,inducible,1.05,1.3,1,0.22,0.78,1.0,0.4,very_strong,none,0.75,0.35,50,fluorescent_protein,0.28,0.022,0.55,434,477,0.92,0.88,medium_strong,0.08,5.0,1.5,4,2,1,2.300733288106988,0.7566455605042577,1.1375574713552132,1.3872127425763265,0.047749277591032986,-0.24065185159459282,-0.8079800538973905,0.1438510760772493,0.13870556516513066,0.019142345763425914,0.11889193081204213,0.02722912552474841,0.04754435738037091,0.24292443710849185,0.013331929996635716,0.6762595947537264,0.047531980423231666,0.10004574992693796,0.002390272687356345,0.016751275675477465,6.759348148405407,36.19201994610261,0.10730706248124267,0.12367346246702997,0.05836189972884679,5079.746602641385,18.79194608508207,270.31509028614795,1.0,0.0,73.57357357357357,5412.107564729303,332.36096208791804,0.0,0.0,0.0,0.0,5441070.408605662,73.57357357357357,223.72372372372374,0.00535149080648547,194.69736906705518,486.0,0.4375258676029957,3797.8919835529578,1661.6759851664701,-0.9565531060215852,-0.38155164555059473,102.99174458807215,300.0,enhanced_biomarker_detection,170201,50797.46602641385,25398.733013206926,0.012774111303302613,0.04919201994610261,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4746794508318952,TNF-alpha,cytokine,pg/mL,34.059,1.3161,17000,2.5e-11,120,17.0295,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pRha"", ""rbs"": ""RBS3"", ""cds"": ""CFP"", ""terminator"": ""T5""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,388.73680034316425,0.0,0.0,0.0,0.9972420568147883,0.5,Low
